index,name,role,age,market_value,nationality,from_club,from_league,to_club,to_league,transfer_values
3064,George Williams,Attacking Midfield,22,500 Th. €,Wales,Fulham,Premier League,Forest Green,League Two,Free Transfer
3065,Abdollah Nasseri,Right-Back,26,500 Th. €,Iran,Foolad,Persian Gulf Pro League,Saipa FC,Persian Gulf Pro League,Free Transfer
3066,Rúben Micael,Attacking Midfield,32,500 Th. €,Portugal,Paços Ferreira,Ledman Liga Pro,Vitória Setúbal,Liga NOS,Free Transfer
3067,Dejan Drazic,Left Winger,22,500 Th. €,Serbia,Celta Vigo B,2ª B - Grupo I,Slo. Bratislava,Fortuna Liga,?
3068,Vlad Achim,Central Midfield,29,500 Th. €,Romania,FCSB,Liga 1,FC Viitorul,Liga 1,Free Transfer
3069,Luciano Slagveer,Right Winger,24,500 Th. €,Netherlands,KSC Lokeren,Jupiler Pro League,FC Emmen,Eredivisie,Loan
3070,Abel Mabaso,Defensive Midfield,27,500 Th. €,South Africa,Chippa United,ABSA Premiership,Orlando Pirates,ABSA Premiership,?
3071,Paseka Mako,Left-Back,24,500 Th. €,South Africa,Chippa United,ABSA Premiership,Orlando Pirates,ABSA Premiership,?
3072,Ádám Bódi,Right Midfield,27,500 Th. €,Hungary,Vidi FC,NB I.,Debrecen,NB I.,?
3073,Matias Malvino,Centre-Back,26,500 Th. €,Uruguay,Centre-Back,Without Club,CSD Municipal,CSD Municipal,-
3074,Clayton Donaldson,Centre-Forward,34,500 Th. €,Jamaica,Sheffield Utd.,Championship,Bolton,Championship,Free Transfer
3075,Nikolay Zabolotnyi,Goalkeeper,28,500 Th. €,Russia,Rotor Volgograd,1.Division,Sochi,1.Division,?
3076,Michael O'Halloran,Right Winger,27,500 Th. €,Scotland,Rangers,Premiership,Melbourne City,A-League,?
3077,Enzo Réale,Central Midfield,26,500 Th. €,France,AS Lyon-Duchère,Championnat National,SO Cholet,Championnat National,Free Transfer
3078,Anders Kristiansen,Goalkeeper,28,500 Th. €,Norway,Sarpsborg 08,Eliteserien,Saint Gilloise,Proximus League,?
3079,Stephan Fürstner,Defensive Midfield,30,500 Th. €,Germany,Union Berlin,2.Bundesliga,E. Braunschweig,3.Liga,Free Transfer
3080,Marat Bystrov,Left-Back,26,500 Th. €,Russia,Tambov,1.Division,FC Astana,Premier Liga,?
3081,Mikhail Bakaev,Defensive Midfield,31,500 Th. €,Russia,Anzhi,Premier Liga,Orenburg,Premier Liga,Free Transfer
3082,Beka Mikeltadze,Centre-Forward,20,500 Th. €,Georgia,Rustavi,Erovnuli Liga,Anorthosis,First Division,Free Transfer
3083,Ivan Lurati,Centre-Back,20,500 Th. €,Switzerland,FC Sion,Super League,FC Chiasso,Challenge League,Loan
3084,Craig Morgan,Centre-Back,33,500 Th. €,Wales,Wigan,Championship,Fleetwood Town,League One,?
3085,Buatu,Centre-Back,24,500 Th. €,Angola,Waasl.-Beveren,Jupiler Pro League,Rio Ave FC,Liga NOS,Free Transfer
3086,Aleksandar Kirovski,Goalkeeper,27,500 Th. €,Serbia,Cukaricki,SuperLiga,Vardar,Prva liga,Free Transfer
3087,Kiko,Central Midfield,21,500 Th. €,Portugal,Vit. Guimarães,Liga NOS,Estoril,Ledman Liga Pro,Loan
3088,James Donachie,Centre-Back,25,500 Th. €,Australia,Melbourne,A-League,Jeonnam Dragons,K League 1,Free Transfer
3089,Quirin Moll,Defensive Midfield,27,500 Th. €,Germany,E. Braunschweig,3.Liga,1860 Munich,3.Liga,Free Transfer
3090,Andrija Novakovich,Centre-Forward,21,500 Th. €,United States,Reading,Championship,Fortuna Sittard,Eredivisie,Loan
3091,Carlens Arcus,Right-Back,22,500 Th. €,Haiti,Cercle Brugge,Jupiler Pro League,AJ Auxerre,Ligue 2,?
3092,Dimitrios Manos,Centre-Forward,23,500 Th. €,Greece,OFI Crete,Super League,Olympiacos,Super League,200 Th. €
3093,Juan Pérez,Centre-Forward,27,500 Th. €,Colombia,Celaya,Ascenso MX Apertura,CF Pachuca,Liga MX Apertura,?
3094,Francisco Torres,Central Midfield,35,500 Th. €,Mexico,Puebla FC,Liga MX Apertura,Lobos,Liga MX Apertura,?
3095,Hibert Ruiz,Central Midfield,31,500 Th. €,Mexico,Morelia,Liga MX Apertura,Tiburones Rojos,Liga MX Apertura,?
3096,José Medina,Right-Back,27,500 Th. €,Mexico,Oaxaca,Ascenso MX Apertura,Necaxa,Liga MX Apertura,?
3097,Ronaldo Cisneros,Centre-Forward,21,500 Th. €,Mexico,Chivas,Liga MX Apertura,Zacatepec,Ascenso MX Apertura,Loan
3098,Nick Olij,Goalkeeper,23,500 Th. €,Netherlands,AZ Alkmaar,Eredivisie,TOP Oss,Keuken Kampioen Divisie,Loan
3099,Jonas Thorsen,Central Midfield,28,500 Th. €,Denmark,AC Horsens,Superligaen,E. Braunschweig,3.Liga,?
3100,Jorn Vancamp,Centre-Forward,19,500 Th. €,Belgium,RSC Anderlecht,Jupiler Pro League,KFCO Beerschot,Proximus League,150 Th. €
3101,João Oliveira,Left Winger,22,500 Th. €,Switzerland,FC Luzern,Super League,Lausanne-Sport,Challenge League,?
3102,Patrik Eler,Centre-Forward,27,500 Th. €,Slovenia,AS Nancy,Ligue 2,FC Wacker,Bundesliga,Loan
3103,Ryad Keniche,Centre-Back,25,500 Th. €,Algeria,Centre-Back,Without Club,CR Belouizdad,Ligue Professionnelle 1,-
3104,Hamza Aït Ouamar,Defensive Midfield,31,500 Th. €,Algeria,ES Sétif,Ligue Professionnelle 1,MC Oran,Ligue Professionnelle 1,Free Transfer
3105,Remo Arnold,Defensive Midfield,21,500 Th. €,Switzerland,FC Luzern,Super League,FC Winterthur,Challenge League,Loan
3106,Rifet Kapic,Central Midfield,23,500 Th. €,Bosnia-Herzegovina,Grasshoppers,Super League,Sheriff,Divizia Nationala,Loan
3107,Lucas Ceballos,Right-Back,31,500 Th. €,Argentina,Colón,Primera División,Patronato,Primera División,Free Transfer
3108,Martín Rivero,Central Midfield,28,500 Th. €,Argentina,Patronato,Primera División,Belgrano,Primera División,Free Transfer
3109,Gabriel Carabajal,Attacking Midfield,26,500 Th. €,Argentina,CD Godoy Cruz,Primera División,Patronato,Primera División,Loan
3110,Diego Valoyes,Left Winger,21,500 Th. €,Colombia,CD La Equidad,Liga Águila II,CA Talleres,Primera División,Loan
3111,Mitchel Bakker,Left-Back,18,500 Th. €,Netherlands,Ajax U19,Preliminary round U19 Eredivisie,Ajax U21,Keuken Kampioen Divisie,-
3112,Vangelis Platellas,Right Winger,29,500 Th. €,Greece,Aris Saloniki,Super League,OFI Crete,Super League,Free Transfer
3113,Makram Bediri,Goalkeeper,27,500 Th. €,Tunisia,US Monastir,Ligue I Pro,ES Sahel,Ligue I Pro,100 Th. €
3114,Robert Tesche,Central Midfield,31,500 Th. €,Germany,Birmingham,Championship,VfL Bochum,2.Bundesliga,Free Transfer
3115,Zoran Popovic,Goalkeeper,30,500 Th. €,Serbia,Bodø/Glimt,Eliteserien,Red Star,SuperLiga,80 Th. €
3116,Anthony Cáceres,Central Midfield,25,500 Th. €,Australia,Man City,Premier League,Melbourne City,A-League,Loan
3117,Tamás Priskin,Centre-Forward,31,500 Th. €,Hungary,Ferencváros,NB I.,Haladás,NB I.,Loan
3118,Alberto Noguera,Attacking Midfield,28,500 Th. €,Spain,Lorca FC,Lorca FC,CD Numancia,LaLiga2,Free Transfer
3119,Matty Pearson,Right-Back,25,500 Th. €,England,Barnsley FC,League One,Luton Town,League One,?
3120,Gabriel Vasvari,Central Midfield,31,500 Th. €,Romania,Poli Timisoara,Liga 2,Sepsi Sf. Gh.,Liga 1,Free Transfer
3121,Junio,Right-Back,21,500 Th. €,Brazil,Internacional,Série A,Rio Ave FC,Liga NOS,Loan
3122,Azdren Llullaku,Left Winger,30,500 Th. €,Albania,Virtus Entella,Serie C - A,Astra Giurgiu,Liga 1,ablösefrei 
3123,Dries Wuytens,Centre-Back,27,500 Th. €,Belgium,Heracles Almelo,Eredivisie,Sparta R.,Keuken Kampioen Divisie,?
3124,Rodrigo Tarín,Centre-Back,22,500 Th. €,Spain,FC Barcelona B,2ª B - Grupo III,CD Leganés,LaLiga,Free Transfer
3125,Ferris N'Goma,Central Midfield,25,500 Th. €,France,US Orléans,Ligue 2,Stade Brest 29,Ligue 2,?
3126,Tommy Spurr,Left-Back,30,500 Th. €,England,Preston NE,Championship,Fleetwood Town,League One,Loan
3127,Clarck Nsikulu,Left Winger,26,500 Th. €,DR Congo,Platanias,Football League,Atromitos Athen,Super League,Free Transfer
3128,Marion,Left Winger,26,500 Th. €,Brazil,Oeste,Série B,Zob Ahan,Persian Gulf Pro League,Free Transfer
3129,Erwin Zelazny,Goalkeeper,26,500 Th. €,France,Troyes,Ligue 2,SM Caen,Ligue 1,Free Transfer
3130,Marlon Ritter,Attacking Midfield,23,500 Th. €,Germany,F. Düsseldorf,1.Bundesliga,SC Paderborn,2.Bundesliga,500 Th. €
3131,Eddie Hernández,Centre-Forward,27,500 Th. €,Honduras,CD Motagua,CD Motagua,Zob Ahan,Persian Gulf Pro League,Loan
3132,Léo Príncipe,Right-Back,22,500 Th. €,Brazil,Corinthians,Série A,AC Le Havre,Ligue 2,Loan
3133,Seifedin Chabbi,Centre-Forward,25,500 Th. €,Austria,SV  Ried,2. Liga,Gaziantep FK,1.Lig,?
3134,Pitty,Centre-Back,30,500 Th. €,Brazil,Al-Batin,Professional League,Al-Ta'ee,Al-Ta'ee,Free Transfer
3135,Avto,Left Winger,26,500 Th. €,Georgia,Académico Viseu,Ledman Liga Pro,Chaves,Liga NOS,Free Transfer
3136,Mariano Tripodi,Centre-Forward,31,500 Th. €,Argentina,San Felipe,San Felipe,Talleres RE,Talleres RE,Free Transfer
3137,Andreas Maxsö,Centre-Back,24,500 Th. €,Denmark,Osmanlispor,1.Lig,FC Zürich,Super League,Free Transfer
3138,Ted van de Pavert,Centre-Back,26,500 Th. €,Netherlands,PEC Zwolle,Eredivisie,De Graafschap,Eredivisie,Free Transfer
3139,Thomas Meißner,Centre-Back,27,500 Th. €,Germany,ADO Den Haag,Eredivisie,Willem II,Eredivisie,?
3140,Héctor Mascorro,Right Midfield,21,500 Th. €,Mexico,Min. Zacatecas,Ascenso MX Apertura,León,Liga MX Apertura,?
3141,Abdelghani Mouaoui,Left Winger,29,500 Th. €,Morocco,Emirates Club,UAE Gulf League,FAR Rabat,Botola Pro,Free Transfer
3142,Facundo Barcelo,Centre-Forward,25,500 Th. €,Uruguay,San Martín,Primera División,Patronato,Primera División,?
3143,Sheldon Bateau,Centre-Back,27,500 Th. €,Trinidad and Tobago,KS Samara,Premier Liga,Kairat Almaty,Premier Liga,?
3144,Georgi Kostadinov,Defensive Midfield,27,500 Th. €,Bulgaria,Maccabi Haifa,Ligat ha'Al,Arsenal Tula,Premier Liga,200 Th. €
3145,Milos Simonovic,Centre-Back,28,500 Th. €,Serbia,Napredak,SuperLiga,Sogdiana,Superliga,Free Transfer
3146,Vladimir Dyadyun,Centre-Forward,30,500 Th. €,Russia,Rostov,Premier Liga,Baltika,1.Division,Free Transfer
3147,Rafa Navarro,Right-Back,24,500 Th. €,Spain,Real Betis,LaLiga,Alavés,LaLiga,Free Transfer
3148,Konstantin Savichev,Right-Back,24,500 Th. €,Russia,SKA Khabarovsk,1.Division,Anzhi,Premier Liga,Free Transfer
3149,Ivan Lakicevic,Right-Back,25,500 Th. €,Serbia,Vojvodina,SuperLiga,Genoa,Serie A,Free Transfer
3150,Deniz Vural,Central Midfield,30,500 Th. €,Turkey,Altinordu,1.Lig,Denizlispor,1.Lig,Free Transfer
3151,Ali Asghar Ashouri,Central Midfield,29,500 Th. €,Iran,Foolad,Persian Gulf Pro League,FC Nassaji M.,Persian Gulf Pro League,Free Transfer
3152,Luciano Pereira,Centre-Forward,34,500 Th. €,Brazil,Sanat Naft,Persian Gulf Pro League,Foolad,Persian Gulf Pro League,Free Transfer
3153,Ayoub Mallouki,Centre-Forward,23,500 Th. €,Morocco,CR Al Hoceima,Botola Pro,Hassania,Botola Pro,136 Th. €
3154,Souleyman Doumbia,Left-Back,21,500 Th. €,Cote d'Ivoire,Bari,Serie D - H,Grasshoppers,Super League,300 Th. €
3155,Carlos Kletnicki,Goalkeeper,35,500 Th. €,Argentina,Goalkeeper,Without Club,Acassuso CF,Acassuso CF,-
3156,Gil Burón,Right-Back,24,500 Th. €,Mexico,América,Liga MX Apertura,Murciélagos,Murciélagos,?
3157,Deon Hotto,Left Winger,27,500 Th. €,Namibia,Bloemfontein,ABSA Premiership,Bidvest Wits FC,ABSA Premiership,Free Transfer
3158,Anatoli Katrich,Right Midfield,24,500 Th. €,Russia,Dinamo Moscow,Premier Liga,Krasnodar,Premier Liga,Free Transfer
3159,Frédéric Bulot,Right Midfield,27,500 Th. €,Gabon,Tours FC,Championnat National,Championnat National,Without Club,-
3160,Germán Pacheco,Right Winger,27,500 Th. €,Argentina,Fortaleza,Série B,Royal Pari ,Royal Pari ,?
3161,Enzo Loiodice,Central Midfield,17,500 Th. €,France,Dijon,Dijon,Dijon,Ligue 1,-
3162,Gastón Gil Romero,Defensive Midfield,25,500 Th. €,Argentina,Estudiantes,Primera División,Belgrano,Primera División,Loan
3163,Édinson Palomino,Centre-Forward,32,500 Th. €,Colombia,Rionegro Águila,Liga Águila II,Deportivo Pasto,Liga Águila II,?
3164,Leonardo Acevedo,Centre-Forward,22,500 Th. €,Colombia,Sporting CP,Liga NOS,Sporting CP U23,Sporting CP U23,-
3165,Mauricio Sperduti,Right Winger,32,500 Th. €,Argentina,CA Banfield,Primera División,Patronato,Primera División,Free Transfer
3166,Luis Venegas,Centre-Back,34,500 Th. €,Mexico,Puebla FC,Liga MX Apertura,Oaxaca,Ascenso MX Apertura,?
3167,Manuel Viniegra,Defensive Midfield,30,500 Th. €,Mexico,Tigres UANL,Liga MX Apertura,FC Juárez,Ascenso MX Apertura,Loan
3168,Jesús Chávez,Centre-Back,32,500 Th. €,Mexico,Club Tijuana,Liga MX Apertura,Dorados de Sin.,Ascenso MX Apertura,?
3169,Óscar Sánchez,Defensive Midfield,28,500 Th. €,Mexico,Correcaminos,Ascenso MX Apertura,Cafetaleros,Ascenso MX Apertura,?
3170,Oliver Ortiz,Centre-Back,25,500 Th. €,Mexico,Dorados de Sin.,Ascenso MX Apertura,Cafetaleros,Ascenso MX Apertura,?
3171,Marco Bueno,Centre-Forward,24,500 Th. €,Mexico,CF Pachuca,Liga MX Apertura,CD Everton,Primera División,Free Transfer
3172,Gaspar Servio,Goalkeeper,26,500 Th. €,Argentina,CA Banfield,Primera División,Dorados de Sin.,Ascenso MX Apertura,Free Transfer
3173,Mama Baldé,Right-Back,22,500 Th. €,Guinea-Bissau,Sporting B,Sporting B,Sporting CP U23,Sporting CP U23,-
3174,Santiago Salcedo,Centre-Forward,36,500 Th. €,Paraguay,Libertad,Libertad,Capiatá,Capiatá,?
3175,Felice D'Amico,Left Winger,18,-,Italy,Palermo U19,Primavera 1,Inter U19,Primavera 1,500 Th. €
3176,Julio Domínguez,Centre-Back,26,500 Th. €,Paraguay,Rubio Ñú,Rubio Ñú,CD Santaní,CD Santaní,?
3177,Luis Caballero,Centre-Forward,28,500 Th. €,Paraguay,Guaraní,Guaraní,CD Santaní,CD Santaní,?
3178,Óscar Velázquez,Centre-Back,28,500 Th. €,Paraguay,Sport Boys,Sport Boys,Independiente,Independiente,Free Transfer
3179,Christian Pérez,Centre-Back,28,500 Th. €,Mexico,Cafetaleros,Ascenso MX Apertura,FC Juárez,Ascenso MX Apertura,?
3180,Kevin Gutiérrez,Defensive Midfield,23,500 Th. €,Mexico,Dorados de Sin.,Ascenso MX Apertura,FC Juárez,Ascenso MX Apertura,?
3181,Elio Castro,Centre-Back,30,500 Th. €,Mexico,Dorados de Sin.,Ascenso MX Apertura,FC Juárez,Ascenso MX Apertura,?
3182,Edy Brambila,Right Midfield,32,500 Th. €,Mexico,Cafetaleros,Ascenso MX Apertura,FC Juárez,Ascenso MX Apertura,?
3183,Iván Rivas,Defensive Midfield,30,500 Th. €,Colombia,Patriotas,Liga Águila II,Junior FC,Liga Águila II,?
3184,Brayan Fernández,Centre-Forward,26,500 Th. €,Colombia,Indep. Santa Fe,Liga Águila II,Deportivo Pasto,Liga Águila II,?
3185,Juan Sebastián Villota,Attacking Midfield,26,500 Th. €,Colombia,Jaguares FC,Liga Águila II,Deportivo Pasto,Liga Águila II,?
3186,Olmes García,Centre-Forward,25,500 Th. €,Colombia,CD América,Liga Águila II,Jaguares FC,Liga Águila II,Loan
3187,Agustín Almendra,Central Midfield,18,500 Th. €,Argentina,Boca Juniors II,Boca Juniors II,Boca Juniors,Primera División,-
3188,Edgar Espíndola,Centre-Forward,33,500 Th. €,Argentina,Centre-Forward,Without Club,San Martín (T),Primera División,-
3189,Fernando de Jesus,Goalkeeper,34,500 Th. €,Brazil,Gostaresh FC,Gostaresh FC,Machine Sazi,Persian Gulf Pro League,Free Transfer
3190,Pau Torres,Centre-Back,21,500 Th. €,Spain,Villarreal CF B,2ª B - Grupo III,Villarreal CF,LaLiga,-
3191,Moussa Diaby,Right Winger,19,500 Th. €,France,Paris SG B,Paris SG B,Paris SG,Ligue 1,-
3192,Mario Quezada,Centre-Back,26,500 Th. €,Mexico,Murciélagos,Murciélagos,Zacatepec,Ascenso MX Apertura,?
3193,Osama Omari,Left Winger,26,500 Th. €,Syria,Damascus,Damascus,Qatar SC,Stars League,?
3194,Aleksandr Lomovitskiy,Left Midfield,20,500 Th. €,Russia,Spartak 2,1.Division,Spartak Moscow,Premier Liga,-
3195,José Carlos Ramírez,Centre-Back,22,500 Th. €,Spain,Betis B,Betis B,CD Lugo,LaLiga2,Free Transfer
3196,Matteo Gabbia,Centre-Back,18,500 Th. €,Italy,AC Milan,Serie A,Milan U19,Primavera 1,-
3197,Jakub Necas,Left Winger,23,500 Th. €,Czech Republic,Sparta Praha,HET Liga,Bohemians 1905,HET Liga,?
3198,Moutir Chajia,Left Winger,20,500 Th. €,Belgium,Novara,Serie C - A,Estoril,Ledman Liga Pro,?
3199,Yasin Pehlivan,Defensive Midfield,29,500 Th. €,Austria,Spartak Trnava,Fortuna Liga,Genclerbirligi,1.Lig,Free Transfer
3200,Marat Bystrov,Left-Back,26,500 Th. €,Russia,FC Astana,Premier Liga,Tobol Kostanay,Premier Liga,Loan
3201,Sergey Politevich,Centre-Back,28,500 Th. €,Belarus,Genclerbirligi,1.Lig,Kairat Almaty,Premier Liga,?
3202,Rok Vodisek,Goalkeeper,19,500 Th. €,Slovenia,NK Olimpija,Prva Liga,Genoa,Serie A,Free Transfer
3203,Nando,Right Winger,24,500 Th. €,Spain,Alavés,LaLiga,FC Sochaux,Ligue 2,Loan
3204,Rafa Navarro,Right-Back,24,500 Th. €,Spain,Alavés,LaLiga,FC Sochaux,Ligue 2,Loan
3205,Jacob Davenport,Defensive Midfield,19,500 Th. €,England,Man City U23,Premier League 2,Blackburn,Championship,?
3206,Kire Markoski,Left Winger,23,500 Th. €,Macedonia,Rabotnicki,Prva liga,AEL Limassol,First Division,Free Transfer
3207,Alex Kakuba,Left-Back,27,500 Th. €,Uganda,Feirense,Liga NOS,PAS Giannina,Super League,Free Transfer
3208,Iker Undabarrena,Central Midfield,23,500 Th. €,Spain,Bilbao Athletic,2ª B - Grupo II,CD Tenerife,LaLiga2,Free Transfer
3209,Martín Alaníz,Left Winger,25,500 Th. €,Uruguay,Guayaquil City,Serie A Segunda Etapa,Hapoel Raanana,Ligat ha'Al,Loan
3210,Máté Vida,Defensive Midfield,22,500 Th. €,Hungary,Vasas FC,NB II.,Dunajska Streda,Fortuna Liga,?
3211,Mayoro N'Doye,Central Midfield,26,500 Th. €,Senegal,Tours FC,Championnat National,G. Ajaccio,Ligue 2,?
3212,Patricio Matricardi,Centre-Back,24,500 Th. €,Argentina,Argentinos,Primera División,Asteras Tripoli,Super League,Free Transfer
3213,Milan Vilotic,Centre-Back,31,500 Th. €,Serbia,Grasshoppers,Super League,FC St. Gallen,Super League,Free Transfer
3214,Ángel Martínez,Left-Back,27,500 Th. €,Spain,Real Zaragoza,LaLiga2,Asteras Tripoli,Super League,Free Transfer
3215,Tino Costa,Central Midfield,33,500 Th. €,Argentina,UD Almería,LaLiga2,San Martín (T),Primera División,Free Transfer
3216,Hope Akpan,Central Midfield,27,500 Th. €,Nigeria,Burton Albion,League One,Bradford City,League One,Free Transfer
3217,César de la Hoz,Central Midfield,26,500 Th. €,Spain,Betis B,Betis B,UD Almería,LaLiga2,Free Transfer
3218,Jona,Centre-Forward,29,500 Th. €,Honduras,Córdoba CF,LaLiga2,CD Lugo,LaLiga2,Loan
3219,Alex Silva,Right-Back,25,500 Th. €,Uruguay,Peñarol,Primera División,San Martín,Primera División,Free Transfer
3220,Adama Sarr,Centre-Forward,27,500 Th. €,Senegal,Bourg-en-Bresse,Championnat National,Paris FC,Ligue 2,?
3221,Marcão,Centre-Forward,32,500 Th. €,Brazil,CRB,Série B,Guarani,Série B,Free Transfer
3222,Mamadou Fofana,Defensive Midfield,20,500 Th. €,Mali,Alanyaspor,Süper Lig,FC Metz,Ligue 2,?
3223,Ionut Larie,Centre-Back,31,500 Th. €,Romania,FCSB,Liga 1,Tobol Kostanay,Premier Liga,Free Transfer
3224,Marco Soares,Central Midfield,34,500 Th. €,Cape Verde,AEL Limassol,First Division,Feirense,Liga NOS,?
3225,Dodô,Defensive Midfield,31,500 Th. €,Brazil,Giresunspor,1.Lig,Qatar SC,Stars League,Free Transfer
3226,Mauricio Carrasco,Left Winger,30,500 Th. €,Argentina,Boca Unidos,Boca Unidos,Royal Pari ,Royal Pari ,Free Transfer
3227,Jaroslav Navrátil,Right Winger,26,500 Th. €,Czech Republic,Heracles Almelo,Eredivisie,Go Ahead Eagles,Keuken Kampioen Divisie,Free Transfer
3228,Carlos Martínez,Right-Back,32,500 Th. €,Spain,Real Sociedad,LaLiga,Real Oviedo,LaLiga2,Free Transfer
3229,David Vaughan,Defensive Midfield,35,500 Th. €,Wales,Nottm Forest,Championship,Notts County,League Two,Free Transfer
3230,Emre Güral,Centre-Forward,29,500 Th. €,Turkey,Antalyaspor,Süper Lig,Alanyaspor,Süper Lig,Free Transfer
3231,Avdija Vrsajevic,Right-Back,32,500 Th. €,Bosnia-Herzegovina,Osmanlispor,1.Lig,Akhisarspor,Süper Lig,Free Transfer
3232,Vagner,Goalkeeper,32,500 Th. €,Brazil,Mouscron,Jupiler Pro League,Qarabag Agdam,Premyer Liqasi,Free Transfer
3233,Erik Palmer-Brown,Centre-Back,21,500 Th. €,United States,Man City,Premier League,NAC Breda,Eredivisie,Loan
3234,Luca Castiglia,Central Midfield,29,500 Th. €,Italy,Pro Vercelli,Serie C - A,Salernitana,Serie B,250 Th. €
3235,Sergio Ariel Escudero,Right Winger,29,500 Th. €,Japan,Kyoto Sanga,J2 League,Ulsan,K League 1,Loan
3236,Luis González,Left Winger,27,500 Th. €,Venezuela,Monagas SC,Monagas SC,Deportes Tolima,Liga Águila II,Loan
3237,Antonio Nocerino,Central Midfield,33,500 Th. €,Italy,Orlando City SC,MLS,Benevento,Serie B,Free Transfer
3238,Christian Maggio,Right-Back,36,500 Th. €,Italy,SSC Napoli,Serie A,Benevento,Serie B,Free Transfer
3239,Luka Maric,Centre-Back,31,500 Th. €,Croatia,Dinamo Bukarest,Liga 1,Arka Gdynia,Ekstraklasa,Free Transfer
3240,Maharan Radi,Central Midfield,36,500 Th. €,Israel,H. Beer Sheva,Ligat ha'Al,Bnei Sakhnin,Ligat ha'Al,?
3241,Elvis Saric,Central Midfield,28,500 Th. €,Bosnia-Herzegovina,FK Sarajevo,Premijer Liga,Suwon Bluewings,K League 1,Free Transfer
3242,Daniel Fuzato,Goalkeeper,21,50 Th. €,Brazil,Palmeiras,Série A,AS Roma,Serie A,500 Th. €
3243,Víctor Montaño,Centre-Forward,34,500 Th. €,Colombia,Al-Riffa SC,Al-Riffa SC,FAS,FAS,Free Transfer
3244,Enrico Alfonso,Goalkeeper,30,500 Th. €,Italy,Cittadella,Serie B,Brescia,Serie B,Free Transfer
3245,Balázs Megyeri,Goalkeeper,28,500 Th. €,Hungary,Greuther Fürth,2.Bundesliga,Atromitos Athen,Super League,Free Transfer
3246,Lenon,Right-Back,28,500 Th. €,Brazil,Guarani,Série B,Vasco da Gama,Série A,Loan
3247,Kwadwo Poku,Attacking Midfield,26,500 Th. €,Ghana,Anzhi,Premier Liga,TB Rowdies,USL,?
3248,Nana Poku,Centre-Forward,25,500 Th. €,Ghana,Zamalek,Premier League,Al-Wakrah,Al-Wakrah,Free Transfer
3249,Marcel Heister,Left-Back,26,500 Th. €,Germany,B. Jerusalem,Ligat ha'Al,Ferencváros,NB I.,300 Th. €
3250,Steven Taylor,Centre-Back,32,500 Th. €,England,Peterborough,League One,Wellington P.,A-League,?
3251,João Vigário,Left Midfield,22,500 Th. €,Portugal,Vit. Guimarães,Liga NOS,Estoril,Ledman Liga Pro,Loan
3252,Aleix Febas,Attacking Midfield,22,500 Th. €,Spain,RM Castilla,2ª B - Grupo I,Albacete,LaLiga2,Loan
3253,Alain Baroja,Goalkeeper,28,500 Th. €,Venezuela,Caracas FC,Caracas FC,Carabobo FC,Carabobo FC,Loan
